Dimensions.Height,Dimensions.Length,Dimensions.Width,Engine Information.Number of Forward Gears,Fuel Information.City mpg,Identification.Year,Engine Information.Engine Statistics.Horsepower,Engine Information.Engine Statistics.Torque
114,12,247,6,17,2012,230,200
114,12,247,6,19,2012,300,300
114,12,247,6,18,2012,300,300
114,12,247,6,18,2012,320,332
114,12,247,7,17,2012,320,332
114,12,247,6,19,2012,300,300
114,12,247,6,18,2012,300,300
132,9,24,6,14,2012,414,295
132,9,24,7,14,2012,414,295
247,200,105,6,16,2012,240,236
247,200,105,6,16,2012,240,236
247,200,105,6,16,2012,240,236
247,200,105,6,16,2012,240,236
175,19,97,6,18,2012,240,236
175,19,97,6,18,2012,240,236
175,19,97,6,18,2012,240,236
66,230,69,6,18,2012,240,236
66,230,69,6,18,2012,240,236
66,230,69,6,18,2012,240,236
39,220,128,6,12,2012,375,375
39,220,128,6,12,2012,375,375
39,220,128,6,12,2012,375,375
135,23,214,6,14,2012,403,417
135,23,214,6,10,2012,403,417
135,23,214,6,10,2012,403,417
135,23,214,6,10,2012,403,417
135,23,214,6,14,2012,403,417
135,23,214,6,13,2012,403,417
135,23,214,6,14,2012,403,417
135,23,214,6,13,2012,403,417
135,23,214,4,20,2012,332,367
135,23,214,4,20,2012,332,367
135,23,214,4,20,2012,332,367
135,23,214,4,20,2012,332,367
64,29,217,6,14,2012,403,417
64,29,217,6,13,2012,403,417
64,29,217,6,14,2012,403,417
64,29,217,6,13,2012,403,417
64,29,217,6,10,2012,403,417
64,29,217,6,9,2012,403,417
64,29,217,6,14,2012,403,417
64,29,217,6,9,2012,403,417
85,106,166,6,12,2012,375,375
85,106,166,6,12,2012,510,461
85,106,166,6,12,2012,510,461
85,106,166,6,12,2012,375,375
104,12,247,6,17,2012,230,200
104,12,247,6,18,2012,230,200
104,12,247,6,19,2012,300,300
104,12,247,6,18,2012,300,300
91,12,247,6,18,2012,320,332
91,12,247,7,17,2012,320,332
111,7,11,6,13,2012,414,295
111,7,11,7,14,2012,414,295
252,167,108,6,13,2012,375,375
252,167,108,6,12,2012,510,461
252,167,108,6,13,2012,375,375
252,167,108,6,12,2012,510,461
247,200,105,6,16,2012,240,236
247,200,105,6,16,2012,240,236
183,40,67,8,23,2012,240,260
183,40,67,8,22,2012,240,260
183,40,67,8,22,2012,240,260
183,183,67,6,19,2012,300,300
183,40,67,8,21,2012,300,300
183,40,67,8,21,2012,300,300
183,40,67,6,15,2012,400,450
183,40,67,8,15,2012,400,450
183,40,67,8,15,2012,400,450
247,200,105,6,16,2012,240,236
247,200,105,6,16,2012,240,236
246,102,83,6,13,2012,470,443
246,102,83,6,13,2012,470,443
246,102,83,6,13,2012,470,443
246,102,83,6,11,2012,470,443
246,102,83,6,11,2012,470,443
175,109,55,6,17,2012,300,271
160,107,48,5,22,2012,201,170
160,107,48,5,22,2012,201,170
160,107,48,6,21,2012,201,170
160,107,48,5,19,2012,280,254
190,197,48,5,22,2012,201,170
60,23,203,6,16,2012,300,270
197,3,202,6,16,2012,300,270
185,62,203,5,25,2012,148,145
185,62,203,5,25,2012,148,145
185,62,203,5,25,2012,148,145
185,62,203,5,25,2012,148,145
185,62,203,5,25,2012,148,145
231,62,203,5,25,2012,148,145
226,126,29,6,19,2012,170,170
226,126,29,6,19,2012,170,170
226,126,29,6,18,2012,265,258
226,126,29,5,18,2012,256,247
226,126,29,5,18,2012,256,247
226,126,29,5,18,2012,256,247
185,245,46,4,21,2012,160,157
177,245,46,4,21,2012,160,157
144,57,8,6,19,2012,230,215
144,57,8,6,19,2012,230,215
132,172,29,6,19,2012,170,170
132,172,29,6,19,2012,170,170
132,172,29,6,19,2012,170,170
132,172,29,6,19,2012,170,170
203,63,24,6,22,2012,180,171
203,63,24,6,22,2012,180,171
203,63,24,6,22,2012,180,171
9,112,113,6,12,2012,510,420
9,112,113,6,11,2012,510,420
9,112,113,6,11,2012,510,420
9,112,113,6,12,2012,510,420
200,42,29,6,21,2012,185,170
200,42,29,6,20,2012,180,170
80,155,137,6,13,2012,470,443
80,155,137,6,13,2012,470,443
217,33,73,6,13,2012,510,420
217,33,73,6,13,2012,510,420
236,30,74,6,13,2012,430,361
236,30,74,6,13,2012,430,361
170,37,8,6,19,2012,220,258
170,37,8,6,14,2012,220,258
170,37,8,6,15,2012,220,258
170,37,8,6,20,2012,220,258
163,207,244,5,21,2012,170,174
163,207,244,4,21,2012,170,174
163,207,244,5,21,2012,170,174
163,207,244,4,21,2012,170,174
163,207,244,4,21,2012,170,174
163,207,244,4,21,2012,170,174
163,207,244,4,19,2012,224,226
163,207,244,4,19,2012,224,226
170,63,8,6,15,2012,220,258
170,63,8,6,13,2012,220,258
8,138,193,6,23,2012,150,140
8,138,193,6,23,2012,150,140
33,18,219,6,23,2012,150,140
69,39,219,6,22,2012,150,140
69,39,219,6,22,2012,150,140
236,30,74,6,13,2012,420,346
236,30,74,6,13,2012,420,346
157,37,244,6,15,2012,220,258
157,37,244,6,18,2012,220,258
157,37,244,6,18,2012,220,258
157,37,244,6,15,2012,220,258
157,37,244,6,18,2012,220,258
157,37,244,6,20,2012,220,258
165,212,41,6,18,2012,263,249
165,212,41,6,17,2012,263,249
28,64,135,6,17,2012,274,270
28,64,135,6,17,2012,355,350
28,64,135,6,16,2012,274,270
173,134,138,6,19,2012,305,280
173,134,138,6,17,2012,305,280
175,153,138,6,17,2012,268,267
175,153,138,6,16,2012,355,350
241,199,134,8,11,2012,505,752
196,173,209,6,10,2012,310,365
196,173,209,6,13,2012,310,365
191,39,209,6,10,2012,310,365
191,39,209,6,9,2012,310,365
114,239,203,6,31,2012,122,128
114,239,203,6,31,2012,122,128
244,8,158,5,27,2012,117,106
244,8,158,5,27,2012,117,106
244,8,158,5,28,2012,117,106
244,8,158,5,27,2012,117,106
201,33,219,5,18,2012,248,250
201,33,219,5,18,2012,248,250
201,33,219,6,19,2012,248,250
201,33,219,5,18,2012,248,250
201,33,219,6,19,2012,248,250
3,253,201,5,18,2012,250,253
3,253,201,5,17,2012,250,253
3,253,201,5,18,2012,250,253
3,253,201,5,17,2012,250,253
13,253,201,5,18,2012,250,253
141,249,108,6,12,2012,552,398
160,249,108,6,12,2012,552,398
200,210,110,6,17,2012,315,330
200,94,110,6,17,2012,315,330
