mpg,Length,Width,Number of Forward Gears,Year,Car Height,Horsepower,Torque,
16,221,143,6,2012,191,273,270,
17,221,143,6,2012,191,273,270,
16,221,143,6,2012,191,273,270,
25,176,239,6,2012,180,156,144,
26,176,239,6,2012,180,156,144,
26,176,239,6,2012,180,156,144,
23,176,239,6,2012,180,173,168,
24,128,229,6,2012,119,156,144,
25,128,229,6,2012,119,156,144,
22,128,229,6,2012,119,173,168,
23,128,229,6,2012,119,173,168,
26,244,239,6,2012,180,156,144,
23,244,239,6,2012,180,173,168,
28,151,216,5,2012,155,140,128,
28,151,216,5,2012,155,140,128,
28,151,216,5,2012,155,140,128,
28,151,216,5,2012,155,140,128,
24,235,38,6,2012,174,200,186,
24,235,38,6,2012,174,200,186,
24,235,38,6,2012,174,200,186,
22,235,38,6,2012,174,274,269,
22,235,38,6,2012,174,274,269,
30,206,183,6,2012,175,138,123,
30,206,183,6,2012,175,138,123,
30,206,183,6,2012,175,138,123,
30,206,183,6,2012,175,138,123,
27,23,249,6,2012,74,138,123,
27,23,249,6,2012,74,138,123,
26,23,249,6,2012,74,164,148,
26,23,249,6,2012,74,164,148,
26,23,249,6,2012,74,164,148,
22,2,41,5,2012,205,170,177,
22,2,41,5,2012,205,170,177,
22,2,41,6,2012,205,170,177,
22,2,41,6,2012,205,170,177,
22,2,41,6,2012,205,170,177,
31,2,41,6,2012,205,140,236,
16,187,148,8,2012,196,280,265,
16,187,148,8,2012,196,280,265,
16,187,148,8,2012,196,280,265,
19,187,148,8,2012,196,225,406,
19,187,148,8,2012,196,225,406,
19,187,148,8,2012,196,225,406,
20,187,148,8,2012,196,380,425,
17,233,194,6,2012,239,288,270,
17,233,194,6,2012,239,288,270,
17,233,194,6,2012,239,288,270,
17,233,194,6,2012,239,288,270,
16,233,194,6,2012,239,288,270,
16,233,194,6,2012,239,288,270,
16,233,194,6,2012,239,288,270,
16,233,194,6,2012,239,288,270,
17,233,194,6,2012,239,288,270,
16,233,194,6,2012,239,288,270,
22,98,194,6,2012,148,182,172,
20,98,194,6,2012,148,182,172,
22,98,194,6,2012,148,182,172,
20,98,194,6,2012,148,182,172,
22,98,194,6,2012,148,182,172,
20,98,194,6,2012,148,182,172,
22,98,194,6,2012,148,182,172,
20,98,194,6,2012,148,182,172,
12,98,194,6,2012,148,264,222,
12,98,194,6,2012,148,264,222,
12,98,194,6,2012,148,264,222,
16,98,194,6,2012,148,264,222,
12,98,194,6,2012,148,264,222,
12,98,194,6,2012,148,264,222,
15,10,214,6,2012,161,320,335,
15,10,214,6,2012,161,320,335,
11,10,214,6,2012,161,320,335,
11,10,214,6,2012,161,320,335,
15,16,217,6,2012,158,320,335,
15,16,217,6,2012,158,320,335,
15,16,217,6,2012,158,320,335,
15,16,217,6,2012,158,320,335,
10,16,217,6,2012,158,352,382,
10,16,217,6,2012,158,352,382,
10,16,217,6,2012,158,352,382,
28,151,216,5,2012,155,140,128,
28,151,216,5,2012,155,140,128,
22,151,216,6,2012,155,201,170,
13,212,151,6,2012,193,360,390,
29,151,216,5,2012,155,140,128,
13,212,151,6,2012,193,360,390,
20,10,214,4,2012,161,332,367,
20,10,214,4,2012,161,332,367,
12,212,151,5,2012,193,290,260,
17,212,151,5,2012,193,290,260,
13,212,151,6,2012,193,360,390,
21,155,247,5,2012,167,227,236,
21,155,247,5,2012,167,227,236,
18,230,44,5,2012,119,227,236,
10,60,219,4,2012,77,310,334,
13,60,219,4,2012,77,310,334,
13,60,219,4,2012,77,310,334,
13,60,219,4,2012,77,310,334,
11,60,219,6,2012,22,280,295,
11,60,219,6,2012,22,324,373,
8,60,219,6,2012,22,280,295,
8,60,219,6,2012,22,324,373,
8,60,219,6,2012,22,280,295,
8,60,219,6,2012,22,324,373,
8,60,219,6,2012,22,280,295,
8,60,219,6,2012,22,324,373,
28,105,216,5,2012,117,140,128,
28,105,216,5,2012,117,140,128,
28,105,216,5,2012,117,140,128,
28,105,216,5,2012,117,140,128,
28,105,216,5,2012,117,140,128,
28,105,216,5,2012,117,140,128,
28,105,216,5,2012,117,140,128,
22,120,216,6,2012,117,201,170,
23,105,249,5,2012,200,170,177,
24,105,249,6,2012,200,170,177,
30,105,249,6,2012,200,140,236,
24,105,249,6,2012,200,170,177,
30,105,249,6,2012,200,140,236,
19,115,242,6,2012,180,256,243,
23,95,21,5,2012,115,172,165,
18,179,90,6,2012,142,318,275,
18,179,90,6,2012,142,318,275,
18,179,90,6,2012,142,318,275,
18,179,90,6,2012,142,318,275,
18,179,90,6,2012,142,318,275,
18,179,90,6,2012,142,318,275,
16,97,5,6,2012,180,385,380,
16,97,5,6,2012,180,385,380,
15,97,5,6,2012,180,470,424,
15,97,5,6,2012,180,470,424,
16,2,62,6,2012,168,385,380,
15,2,62,6,2012,168,385,380,
15,2,62,6,2012,168,470,424,
15,2,62,6,2012,168,470,424,
15,2,62,6,2012,168,510,461,
15,2,62,6,2012,168,510,461,
16,251,49,6,2012,193,270,223,
18,251,49,6,2012,193,270,223,
18,251,49,6,2012,193,270,223,
16,251,49,6,2012,193,270,223,
18,251,49,6,2012,193,270,223,
18,251,49,6,2012,193,318,275,
18,251,49,6,2012,193,318,275,
18,251,49,6,2012,193,318,275,
18,251,49,6,2012,193,318,275,
18,251,49,6,2012,193,270,223,
13,212,151,6,2012,193,360,390,
15,186,240,6,2012,32,550,502,
16,186,240,6,2012,42,385,380,
15,186,240,6,2012,42,510,461,
16,186,240,6,2012,49,385,380,
15,186,240,6,2012,49,510,461,
15,141,44,4,2012,11,210,235,
15,141,44,4,2012,11,210,235,
16,141,44,4,2012,11,210,235,
15,141,44,4,2012,11,210,235,
15,141,44,4,2012,11,210,235,
16,141,44,4,2012,11,210,235,
16,141,44,4,2012,11,210,235,
18,12,49,6,2012,193,270,223,
18,12,49,6,2012,193,270,223,
18,12,49,6,2012,193,270,223,
18,12,49,6,2012,193,270,223,
18,12,49,6,2012,193,318,275,
18,12,49,6,2012,193,318,275,
18,12,49,6,2012,193,318,275,
18,12,49,6,2012,193,318,275,
18,134,105,5,2012,132,271,254,
14,179,90,6,2012,142,556,551,
12,179,90,6,2012,142,556,551,
16,200,105,6,2012,247,240,236,
16,200,105,6,2012,247,240,236,
18,134,105,5,2012,132,271,254,
18,230,69,6,2012,66,240,236,
14,251,49,6,2012,175,556,551,
12,251,49,6,2012,175,556,551,
18,19,97,6,2012,175,240,236,
18,134,105,5,2012,132,271,254,
19,115,242,6,2012,180,256,243,
17,23,161,6,2012,214,283,260,
12,23,161,6,2012,214,283,260,
17,23,161,6,2012,214,283,260,
17,23,161,6,2012,214,283,260,
21,115,242,6,2012,188,200,207,
21,115,242,6,2012,188,200,207,
14,212,151,6,2012,193,360,390,
14,212,151,6,2012,193,360,390,
14,212,151,6,2012,193,360,390,
14,212,151,6,2012,193,360,390,
21,155,247,6,2012,167,227,236,
21,155,247,6,2012,167,227,236,
21,155,247,6,2012,167,227,236,
21,155,247,6,2012,167,227,236,
21,155,247,5,2012,167,227,236,
21,155,247,5,2012,167,227,236,
21,155,247,5,2012,167,227,236,
21,155,247,5,2012,167,227,236,
18,230,44,5,2012,119,227,236,
18,230,44,5,2012,119,227,236,
19,19,97,6,2012,175,240,236,
19,19,97,6,2012,175,240,236,
19,19,97,6,2012,175,240,236,
17,19,97,6,2012,175,300,325,
17,19,97,6,2012,175,300,325,
17,19,97,6,2012,175,325,354,
17,19,97,6,2012,175,325,354,
21,115,242,6,2012,188,200,207,
21,115,242,6,2012,188,200,207,
22,62,221,5,2012,160,172,165,
23,62,221,5,2012,127,172,165,
23,62,221,5,2012,127,158,141,
23,62,221,5,2012,127,172,165,
23,62,221,5,2012,127,158,141,
22,181,16,5,2012,205,170,177,
22,181,16,6,2012,205,170,177,
21,181,16,6,2012,205,200,207,
14,12,49,6,2012,193,556,551,
12,12,49,6,2012,193,556,551,
17,41,79,5,2012,34,285,260,
17,41,79,6,2012,34,285,260,
17,41,79,6,2012,34,285,260,
17,41,79,5,2012,34,285,260,
17,41,79,5,2012,34,285,260,
17,41,79,5,2012,34,285,260,
17,41,79,5,2012,34,285,260,
17,41,79,6,2012,34,285,260,
17,41,79,6,2012,34,285,260,
17,41,79,6,2012,34,285,260,
12,225,118,6,2012,132,308,265,
17,225,118,6,2012,132,308,265,
12,225,118,6,2012,132,308,265,
17,225,118,6,2012,132,308,265,
16,225,118,6,2012,132,308,265,
12,225,118,6,2012,132,308,265,
16,225,118,6,2012,132,308,265,
15,60,219,4,2012,77,195,260,
13,60,219,4,2012,77,310,334,
13,60,219,4,2012,77,310,334,
17,41,79,6,2012,34,285,260,
17,41,79,5,2012,34,285,260,
19,230,69,6,2012,66,240,236,
17,230,69,6,2012,66,300,325,
19,230,69,6,2012,66,240,236,
19,230,69,6,2012,66,240,236,
17,230,69,6,2012,66,300,325,
18,12,247,6,2012,114,230,200,
18,12,247,6,2012,114,230,200,
17,12,247,6,2012,114,230,200,
17,12,247,6,2012,114,230,200,
19,12,247,6,2012,114,300,300,
18,12,247,6,2012,114,300,300,
18,12,247,6,2012,114,320,332,
17,12,247,7,2012,114,320,332,
19,12,247,6,2012,114,300,300,
18,12,247,6,2012,114,300,300,
14,9,24,6,2012,132,414,295,
14,9,24,7,2012,132,414,295,
16,200,105,6,2012,247,240,236,
16,200,105,6,2012,247,240,236,
16,200,105,6,2012,247,240,236,
16,200,105,6,2012,247,240,236,
18,19,97,6,2012,175,240,236,
18,19,97,6,2012,175,240,236,
18,19,97,6,2012,175,240,236,
18,230,69,6,2012,66,240,236,
18,230,69,6,2012,66,240,236,
18,230,69,6,2012,66,240,236,
12,220,128,6,2012,39,375,375,
12,220,128,6,2012,39,375,375,
12,220,128,6,2012,39,375,375,
14,23,214,6,2012,135,403,417,
10,23,214,6,2012,135,403,417,
10,23,214,6,2012,135,403,417,
10,23,214,6,2012,135,403,417,
14,23,214,6,2012,135,403,417,
13,23,214,6,2012,135,403,417,
14,23,214,6,2012,135,403,417,
13,23,214,6,2012,135,403,417,
20,23,214,4,2012,135,332,367,
20,23,214,4,2012,135,332,367,
20,23,214,4,2012,135,332,367,
20,23,214,4,2012,135,332,367,
14,29,217,6,2012,64,403,417,
13,29,217,6,2012,64,403,417,
14,29,217,6,2012,64,403,417,
13,29,217,6,2012,64,403,417,
10,29,217,6,2012,64,403,417,
9,29,217,6,2012,64,403,417,
14,29,217,6,2012,64,403,417,
9,29,217,6,2012,64,403,417,
12,106,166,6,2012,85,375,375,
12,106,166,6,2012,85,510,461,
12,106,166,6,2012,85,510,461,
12,106,166,6,2012,85,375,375,
17,12,247,6,2012,104,230,200,
18,12,247,6,2012,104,230,200,
19,12,247,6,2012,104,300,300,
18,12,247,6,2012,104,300,300,
18,12,247,6,2012,91,320,332,
17,12,247,7,2012,91,320,332,
13,7,11,6,2012,111,414,295,
14,7,11,7,2012,111,414,295,
13,167,108,6,2012,252,375,375,
12,167,108,6,2012,252,510,461,
13,167,108,6,2012,252,375,375,
12,167,108,6,2012,252,510,461,
16,200,105,6,2012,247,240,236,
16,200,105,6,2012,247,240,236,
23,40,67,8,2012,183,240,260,
22,40,67,8,2012,183,240,260,
22,40,67,8,2012,183,240,260,
19,183,67,6,2012,183,300,300,
21,40,67,8,2012,183,300,300,
21,40,67,8,2012,183,300,300,
15,40,67,6,2012,183,400,450,
15,40,67,8,2012,183,400,450,
15,40,67,8,2012,183,400,450,
16,200,105,6,2012,247,240,236,
16,200,105,6,2012,247,240,236,
13,102,83,6,2012,246,470,443,
13,102,83,6,2012,246,470,443,
13,102,83,6,2012,246,470,443,
11,102,83,6,2012,246,470,443,
11,102,83,6,2012,246,470,443,
17,109,55,6,2012,175,300,271,
22,107,48,5,2012,160,201,170,
22,107,48,5,2012,160,201,170,
21,107,48,6,2012,160,201,170,
19,107,48,5,2012,160,280,254,
22,197,48,5,2012,190,201,170,
16,23,203,6,2012,60,300,270,
16,3,202,6,2012,197,300,270,
25,62,203,5,2012,185,148,145,
25,62,203,5,2012,185,148,145,
25,62,203,5,2012,185,148,145,
25,62,203,5,2012,185,148,145,
25,62,203,5,2012,185,148,145,
25,62,203,5,2012,231,148,145,
19,126,29,6,2012,226,170,170,
19,126,29,6,2012,226,170,170,
18,126,29,6,2012,226,265,258,
18,126,29,5,2012,226,256,247,
18,126,29,5,2012,226,256,247,
18,126,29,5,2012,226,256,247,
21,245,46,4,2012,185,160,157,
21,245,46,4,2012,177,160,157,
19,57,8,6,2012,144,230,215,
19,57,8,6,2012,144,230,215,
19,172,29,6,2012,132,170,170,
19,172,29,6,2012,132,170,170,
19,172,29,6,2012,132,170,170,
19,172,29,6,2012,132,170,170,
22,63,24,6,2012,203,180,171,
22,63,24,6,2012,203,180,171,
22,63,24,6,2012,203,180,171,
12,112,113,6,2012,9,510,420,
11,112,113,6,2012,9,510,420,
11,112,113,6,2012,9,510,420,
12,112,113,6,2012,9,510,420,
21,42,29,6,2012,200,185,170,
20,42,29,6,2012,200,180,170,
13,155,137,6,2012,80,470,443,
13,155,137,6,2012,80,470,443,
13,33,73,6,2012,217,510,420,
13,33,73,6,2012,217,510,420,
13,30,74,6,2012,236,430,361,
13,30,74,6,2012,236,430,361,
19,37,8,6,2012,170,220,258,
14,37,8,6,2012,170,220,258,
15,37,8,6,2012,170,220,258,
20,37,8,6,2012,170,220,258,
21,207,244,5,2012,163,170,174,
21,207,244,4,2012,163,170,174,
21,207,244,5,2012,163,170,174,
21,207,244,4,2012,163,170,174,
21,207,244,4,2012,163,170,174,
21,207,244,4,2012,163,170,174,
19,207,244,4,2012,163,224,226,
19,207,244,4,2012,163,224,226,
15,63,8,6,2012,170,220,258,
13,63,8,6,2012,170,220,258,
23,138,193,6,2012,8,150,140,
23,138,193,6,2012,8,150,140,
23,18,219,6,2012,33,150,140,
22,39,219,6,2012,69,150,140,
22,39,219,6,2012,69,150,140,
13,30,74,6,2012,236,420,346,
13,30,74,6,2012,236,420,346,
15,37,244,6,2012,157,220,258,
18,37,244,6,2012,157,220,258,
18,37,244,6,2012,157,220,258,
15,37,244,6,2012,157,220,258,
18,37,244,6,2012,157,220,258,
20,37,244,6,2012,157,220,258,
18,212,41,6,2012,165,263,249,
17,212,41,6,2012,165,263,249,
17,64,135,6,2012,28,274,270,
17,64,135,6,2012,28,355,350,
16,64,135,6,2012,28,274,270,
19,134,138,6,2012,173,305,280,
17,134,138,6,2012,173,305,280,
17,153,138,6,2012,175,268,267,
16,153,138,6,2012,175,355,350,
11,199,134,8,2012,241,505,752,
10,173,209,6,2012,196,310,365,
13,173,209,6,2012,196,310,365,
10,39,209,6,2012,191,310,365,
9,39,209,6,2012,191,310,365,
31,239,203,6,2012,114,122,128,
31,239,203,6,2012,114,122,128,
27,8,158,5,2012,244,117,106,
27,8,158,5,2012,244,117,106,
28,8,158,5,2012,244,117,106,
27,8,158,5,2012,244,117,106,
18,33,219,5,2012,201,248,250,
18,33,219,5,2012,201,248,250,
19,33,219,6,2012,201,248,250,
18,33,219,5,2012,201,248,250,
19,33,219,6,2012,201,248,250,
18,253,201,5,2012,3,250,253,
17,253,201,5,2012,3,250,253,
18,253,201,5,2012,3,250,253,
17,253,201,5,2012,3,250,253,
18,253,201,5,2012,13,250,253,
12,249,108,6,2012,141,552,398,
12,249,108,6,2012,160,552,398,
17,210,110,6,2012,200,315,330,
17,94,110,6,2012,200,315,330,
